productId,locationId,onHand,reserved,available
692f1cceb455ee6605e98f42,6a8e0ea5377be2a9c1f008cc,0,0,0
693fdb321757d359dc909896,6a8e0ea5377be2a9c1f008cc,0,0,0
69431e4d370d3684b55a5a76,6a8e0ea5377be2a9c1f008cc,0,0,0
69431eb8370d3684b55a5a8b,6a8e0ea5377be2a9c1f008cc,0,0,0
69431fa4370d3684b55a5ace,6a8e0ea5377be2a9c1f008cc,0,0,0
69431fde370d3684b55a5adc,6a8e0ea5377be2a9c1f008cc,0,0,0
69432014370d3684b55a5aea,6a8e0ea5377be2a9c1f008cc,0,0,0
6943205b370d3684b55a5af8,6a8e0ea5377be2a9c1f008cc,0,0,0
69432089370d3684b55a5b06,6a8e0ea5377be2a9c1f008cc,1,0,1
694320cb370d3684b55a5b14,6a8e0ea5377be2a9c1f008cc,0,0,0
69432136370d3684b55a5b22,6a8e0ea5377be2a9c1f008cc,0,0,0
6943216a370d3684b55a5b30,6a8e0ea5377be2a9c1f008cc,0,0,0
69432318370d3684b55a5b7e,6a8e0ea5377be2a9c1f008cc,0,0,0
69432347370d3684b55a5b8c,6a8e0ea5377be2a9c1f008cc,0,0,0
694323fe370d3684b55a5bbb,6a8e0ea5377be2a9c1f008cc,0,0,0
6943243a370d3684b55a5bc9,6a8e0ea5377be2a9c1f008cc,0,0,0
6943249b370d3684b55a5be4,6a8e0ea5377be2a9c1f008cc,0,0,0
694324fa370d3684b55a5bf2,6a8e0ea5377be2a9c1f008cc,0,0,0
694325ae370d3684b55a5c12,6a8e0ea5377be2a9c1f008cc,0,0,0
69432611370d3684b55a5c20,6a8e0ea5377be2a9c1f008cc,0,0,0
69432669370d3684b55a5c2e,6a8e0ea5377be2a9c1f008cc,0,0,0
6943269d370d3684b55a5c3c,6a8e0ea5377be2a9c1f008cc,1,0,1
694326db370d3684b55a5c4a,6a8e0ea5377be2a9c1f008cc,0,0,0
69432705370d3684b55a5c58,6a8e0ea5377be2a9c1f008cc,0,0,0
69432a55370d3684b55a5cb1,6a8e0ea5377be2a9c1f008cc,0,0,0
69432ba3370d3684b55a5d17,6a8e0ea5377be2a9c1f008cc,0,0,0
